5,13,29,14,4,9,1,9,3,4,3,10,4,4,17,5,5,5,12136,1754554443.040049
7,11,3,20,4,5,10,5,7,2,2,10,29,31,11,18,7,30,12134,1754554443.3938851
18,0,5,24,4,6,15,2,8,6,2,3,15,15,1,17,14,8,12135,1754554443.3947864
1,10,2,2,13,1,4,3,2,17,6,21,1,1,18,2,1,1,12136,1754554443.3958704
6,20,13,10,15,19,16,9,3,9,8,8,30,15,12,2,4,35,12134,1754554443.7355664
4,1,4,4,9,1,3,4,7,0,4,3,10,5,2,2,0,17,12135,1754554443.7415583
4,0,2,4,11,5,3,1,7,22,6,0,2,1,1,6,5,3,12136,1754554443.746565
11,2,9,7,20,14,6,15,13,1,4,10,26,19,7,2,27,30,12134,1754554444.0617447
8,4,4,4,12,11,3,4,1,3,5,7,2,6,0,9,0,23,12135,1754554444.0638692
19,6,1,2,2,0,8,3,11,9,1,5,2,12,3,0,1,4,12136,1754554444.0648744
6,5,8,25,24,7,11,10,15,9,7,19,4,21,0,10,19,10,12134,1754554444.3969438
6,5,11,5,2,5,7,4,8,1,0,14,3,3,1,21,11,3,12135,1754554444.3989406
23,11,6,3,21,6,0,3,6,3,8,17,5,12,5,0,7,0,12136,1754554444.4008405
16,21,19,6,10,12,1,14,4,0,3,34,1,16,11,25,13,25,12134,1754554444.730404
6,5,4,4,4,1,6,0,6,3,6,7,3,5,5,10,5,18,12135,1754554444.7323027
3,7,6,2,23,0,0,2,5,6,6,1,1,0,3,8,1,2,12136,1754554444.7333584
6,2,0,1,13,34,2,14,5,13,20,1,21,36,0,3,0,12,12134,1754554445.0649862
33,3,10,3,7,2,1,1,2,17,4,27,9,10,7,5,12,2,12135,1754554445.1016643
11,8,2,11,2,14,12,4,11,4,1,18,6,4,6,1,16,2,12136,1754554445.1022766
32,14,13,4,3,5,6,24,4,16,5,31,4,5,10,36,9,22,12135,1754554445.4016588
1,14,2,11,2,14,11,14,1,1,24,1,6,5,1,1,7,3,12136,1754554445.403661
4,11,14,1,2,5,1,17,10,4,6,32,3,1,7,7,8,1,12135,1754554445.7346876
7,4,3,1,3,9,0,8,12,15,13,9,2,3,2,1,3,0,12136,1754554445.736666
1,18,11,2,2,2,1,13,12,1,3,13,4,8,8,31,4,18,12135,1754554446.0694895
5,3,11,7,2,4,0,4,12,10,10,8,6,7,3,4,11,4,12136,1754554446.0714886
8,1,4,8,4,1,1,9,9,1,3,11,2,5,4,9,9,5,12135,1754554446.4030936
12,2,1,3,9,11,1,2,8,9,31,2,1,11,1,6,11,9,12136,1754554446.4060163
0,1,8,11,12,4,2,9,3,0,6,6,4,3,4,11,9,9,12135,1754554446.7354574
17,3,8,5,5,2,5,5,10,8,29,4,7,10,0,3,2,9,12136,1754554446.7364588
2,17,3,2,11,6,7,3,6,1,9,12,13,4,10,20,2,3,12135,1754554447.0719314
7,3,2,2,6,2,3,3,5,2,4,1,9,5,1,14,4,7,12136,1754554447.0739322
6,15,3,8,14,7,5,15,5,5,3,33,7,7,8,27,4,13,12135,1754554447.4064825
10,0,8,4,2,2,1,5,10,6,9,1,10,2,1,5,1,11,12136,1754554447.4084785
2,15,5,11,11,3,9,10,1,15,2,11,11,18,2,16,3,5,12135,1754554447.739809
7,8,2,5,1,0,4,13,16,2,6,3,6,1,4,7,2,3,12136,1754554447.7419116
5,23,3,12,3,3,8,2,2,2,4,19,28,9,1,6,3,24,12135,1754554448.073697
2,1,3,3,2,21,6,14,12,5,3,0,3,1,5,0,2,6,12136,1754554448.075837
3,1,2,5,14,1,2,10,9,8,10,8,8,4,5,18,8,37,12135,1754554448.40981
8,4,1,1,1,23,0,10,16,17,2,2,3,5,10,6,15,15,12136,1754554448.4127452
1,5,2,3,11,3,9,10,16,4,2,15,14,17,11,23,3,27,12135,1754554448.7428753
14,2,4,4,0,1,3,0,13,10,4,7,4,8,7,3,14,23,12136,1754554448.744908
